accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Home_or_apt,room_type_Privateroom,room_type_Sharedroom
4,2,4,1,4,1,52.34220554,4.847877047,3,10,5.397273692,1,0,1,0,0
6,1.5,4,1,6,1,52.37765137,4.849125387,2,30,3.416786857,1,0,1,0,0
5,1,3,1,3,1,52.40789246,4.914467191,7,2,3.348684978,1,0,1,0,0
2,1,1,1,2,1,52.38465181,4.87261977,2,42,1.917254587,1,0,1,0,0
1,1,1,3,1,3,52.34926185,4.874913064,1,0,3.718598451,1,0,0,1,0
4,1,0,1,2,1,52.38193411,4.876360323,2,17,1.594391749,1,0,1,0,0
4,1,1,50,2,106,52.3560398,4.991498485,3,0,6.755909357,1,0,0,1,0
3,1,2,1,2,1,52.37578937,4.870839244,2,12,1.976029198,1,0,1,0,0
3,0.5,1,15,1,15,52.37355664,4.899852311,1,25,0.626548909,1,0,0,1,0
4,1,2,1,2,1,52.36751302,4.867956135,3,5,2.498651668,1,0,1,0,0
2,1,1,1,1,1,52.41446126,4.892038174,2,1,3.951559456,0,1,1,0,0
2,1,1,1,1,1,52.34250016,4.924282253,1,11,4.412088928,1,0,1,0,0
4,1,2,1,2,1,52.35624954,4.929326609,1,5,3.257742866,1,0,1,0,0
4,1,2,1,2,1,52.3854125,4.887868251,2,17,1.045664734,1,0,1,0,0
2,1,1,1,2,1,52.36492638,4.925210743,2,7,2.360327961,1,0,1,0,0
2,1,1,1,1,1,52.35451211,4.885413651,3,28,2.902484807,1,0,1,0,0
2,1,1,1,1,1,52.36465299,4.938546061,4,6,3.10673697,1,0,1,0,0
6,1,2,1,2,1,52.3497725,4.801522452,1,12,7.404431766,1,0,1,0,0
4,1,2,1,3,1,52.36140187,4.918616716,2,41,2.366726211,1,0,1,0,0
4,1,1,1,2,1,52.36431915,4.903107448,1,9,1.67113315,1,0,0,1,0
3,1.5,3,1,1,1,52.38066977,4.870273343,2,2,1.984692981,1,0,1,0,0
2,1,1,1,2,1,52.36968003,4.924531919,3,11,2.004100288,1,0,1,0,0
2,1,1,1,1,1,52.37454049,4.880384071,4,0,1.391537806,1,0,1,0,0
2,1,1,1,1,1,52.37117571,4.85128288,5,7,3.385601323,0,1,1,0,0
2,1,1,1,1,1,52.36750133,4.851852512,2,3,3.479384227,1,0,1,0,0
2,1,1,1,1,1,52.37095962,4.858916999,2,1,2.896644053,1,0,1,0,0
1,1,1,1,1,1,52.29665506,4.972100044,1,2,10.41456379,1,0,0,1,0
4,1,1,2,1,2,52.37553168,4.886491845,3,35,0.967281447,1,0,1,0,0
2,1,1,1,2,1,52.35613551,4.917212946,3,17,2.831727015,1,0,1,0,0
3,1,2,2,2,2,52.3502166,4.912677903,2,10,3.342690029,1,0,1,0,0
2,1,0,1,1,1,52.37953194,4.882106129,1,0,1.175835863,1,0,1,0,0
1,1,1,1,1,1,52.38587995,4.88466679,14,0,1.247290939,1,0,0,1,0
2,1,1,1,1,1,52.37176845,4.879702962,2,1,1.571995127,1,0,1,0,0
5,2,3,1,1,1,52.35616726,4.868905958,2,7,3.291608868,1,0,1,0,0
2,1,1,2,2,2,52.35812143,4.943082501,3,53,3.775322759,1,0,0,1,0
4,1.5,2,1,4,1,52.34544523,4.865986399,2,2,4.38312254,1,0,1,0,0
2,1,1,1,1,1,52.34531609,4.891994739,2,1,3.797806394,1,0,1,0,0
4,1.5,3,1,1,1,52.36424187,4.984112196,3,9,5.980558341,1,0,1,0,0
2,1,1,1,1,1,52.39911471,4.914684009,2,14,2.443965334,1,0,1,0,0
4,1.5,2,1,4,1,52.39580296,4.914895203,3,3,2.123336474,1,0,1,0,0
2,1,1,1,1,1,52.35308688,4.89094209,3,33,2.957241545,1,0,1,0,0
2,1,1,1,1,1,52.36240068,4.889058583,3,0,1.993923148,1,0,1,0,0
2,1,1,1,1,1,52.34256906,4.909828714,1,17,4.130117337,1,0,1,0,0
4,1,2,1,3,1,52.35476977,4.903838311,2,47,2.730018199,1,0,1,0,0
4,1,3,2,4,2,52.36197359,4.899154574,7,3,1.91315632,1,0,1,0,0
2,1,1,1,1,1,52.34199953,4.903022723,2,70,4.139866288,1,0,0,1,0
4,1,2,1,2,2,52.36067315,4.897862536,1,41,2.060325579,1,0,1,0,0
2,1,1,1,1,1,52.3585734,4.851727098,2,4,3.965430621,1,0,1,0,0
2,1,1,1,1,1,52.35528732,4.924983816,5,4,3.171893442,1,0,1,0,0
2,1,1,1,2,1,52.36609902,4.932987129,3,86,2.701635285,1,0,1,0,0
2,1,1,1,1,1,52.3591453,4.888015098,3,1,2.358193737,1,0,1,0,0
4,0.5,2,1,2,1,52.35856961,4.887475824,1,0,2.430676112,1,0,1,0,0
2,1,1,1,2,1,52.36082389,4.867601047,3,34,2.97134735,1,0,1,0,0
2,1,0,91,2,103,52.37170945,4.951167389,2,5,3.606878141,0,1,1,0,0
3,1,1,1,2,1,52.36377657,4.934684476,2,17,2.941794556,1,0,1,0,0
2,1,1,1,2,1,52.34937212,4.913947335,3,10,3.456725456,1,0,1,0,0
4,2,2,1,1,1,52.34889835,4.853140273,2,33,4.604055146,1,0,1,0,0
4,2,1,2,2,2,52.31838843,4.956120926,1,22,7.775496152,0,1,0,1,0
4,1,2,4,4,4,52.37834281,4.876163065,1,6,1.581180713,1,0,1,0,0
4,1,2,1,2,1,52.36976957,4.886416694,1,199,1.369375317,1,0,0,1,0
3,1,2,1,2,1,52.35843145,4.907640893,2,145,2.372993075,1,0,1,0,0
3,1,1,91,3,103,52.38053466,4.890541069,2,13,0.621298154,0,1,1,0,0
2,1,1,1,1,1,52.36066196,4.944049537,3,1,3.661055882,0,1,1,0,0
6,1,3,1,1,1,52.34624364,4.892221277,2,11,3.693603264,1,0,1,0,0
2,1,1,1,1,1,52.36071845,4.850591739,3,22,3.897868303,1,0,1,0,0
4,1,2,1,1,1,52.35202599,4.795792127,3,7,7.652880071,1,0,1,0,0
2,1,1,4,1,4,52.376159,4.873637653,1,1,1.781839513,1,0,0,1,0
2,1,1,1,1,1,52.3750908,4.871309009,2,0,1.961332584,1,0,1,0,0
2,1.5,1,1,1,1,52.34659215,4.898681239,5,0,3.622686395,1,0,1,0,0
4,1,2,1,1,1,52.36322132,4.861682984,2,24,3.115710655,0,1,1,0,0
3,1,2,1,2,1,52.36919302,4.860728448,2,1,2.850962883,1,0,1,0,0
4,1,2,1,4,1,52.35703474,4.898598602,3,25,2.462542131,1,0,1,0,0
2,1,1,1,1,1,52.37720742,4.857648201,2,3,2.842916698,0,1,1,0,0
4,1,0,1,2,1,52.37537337,4.882137629,2,15,1.247411523,1,0,1,0,0
4,1,2,1,1,1,52.35398809,4.898435157,3,0,2.801269067,1,0,1,0,0
4,1,1,3,2,3,52.36931753,4.897661973,4,0,1.103513336,1,0,1,0,0
2,1,1,2,2,2,52.37265354,4.877788162,3,3,1.638037682,0,1,0,1,0
2,1,1,1,1,1,52.38159262,4.873491655,2,1,1.779690654,1,0,1,0,0
2,1,1,1,1,1,52.38856642,4.877140487,3,4,1.83623409,1,0,1,0,0
2,1,1,1,1,1,52.36212613,4.866828744,2,9,2.913436244,0,1,0,1,0
2,1,0,2,2,2,52.35356582,4.930525141,3,53,3.543881073,1,0,1,0,0
2,1,1,1,2,1,52.37338068,4.879752888,3,17,1.48279268,1,0,1,0,0
2,2,1,2,2,2,52.34732844,4.787485967,1,34,8.381018737,1,0,0,1,0
2,1,1,28,1,28,52.37385982,4.8590428,2,5,2.803145826,0,1,1,0,0
4,1,2,1,1,1,52.37049868,4.858426767,2,4,2.944631855,1,0,1,0,0
2,1.5,1,2,2,2,52.3497334,4.795365626,2,4,7.783312454,1,0,0,1,0
2,1,1,1,1,1,52.34676242,4.844610351,2,1,5.179153535,1,0,1,0,0
2,1,1,1,2,1,52.38725589,4.888734372,2,29,1.153253368,1,0,1,0,0
4,1,2,1,1,1,52.35176999,4.891943844,3,0,3.089005838,1,0,1,0,0
2,1,0,1,1,1,52.37413104,4.877491089,1,0,1.590959918,0,1,1,0,0
2,1,0,1,2,1,52.37107341,4.864230244,2,9,2.552660057,1,0,1,0,0
3,1.5,2,91,1,103,52.37112287,4.886348444,2,4,1.261408125,0,1,1,0,0
3,1,2,1,2,1,52.37110319,4.865863543,2,34,2.448097048,1,0,1,0,0
4,1,2,1,2,1,52.34344582,4.858091174,2,4,4.862794036,1,0,1,0,0
2,1,1,1,1,1,52.35841362,4.921160203,5,11,2.739270697,1,0,1,0,0
2,1.5,1,1,1,1,52.3777944,4.878708576,2,10,1.414232823,1,0,0,1,0
2,1,1,1,1,1,52.34494425,4.951055151,7,0,5.172449707,1,0,1,0,0
2,1.5,1,1,1,1,52.34969066,4.90546578,3,12,3.303485391,1,0,1,0,0
2,1,0,1,1,1,52.38246187,4.875179495,2,0,1.684751182,1,0,1,0,0
3,1,1,1,2,1,52.38487212,4.872481358,3,63,1.934013438,1,0,1,0,0
2,1,1,1,1,1,52.35737387,4.907898665,2,9,2.491362763,1,0,0,1,0
2,1,1,1,1,1,52.35582949,4.917154265,4,14,2.860854779,1,0,1,0,0
4,1,2,1,2,1,52.35323812,4.917103241,2,20,3.123171903,1,0,1,0,0
4,1,1,2,3,2,52.32177196,4.977301466,2,1,8.285494077,0,1,1,0,0
4,1.5,2,1,2,1,52.36421519,4.89087528,2,8,1.762308171,1,0,1,0,0
2,1,1,1,2,1,52.37992114,4.876605925,2,12,1.550449063,1,0,1,0,0
4,1.5,2,91,1,103,52.35429583,4.891738108,2,7,2.815075604,0,1,1,0,0
2,1,1,1,1,1,52.35534016,4.887507595,2,4,2.770942935,1,0,1,0,0
4,1,2,31,1,34,52.35151319,4.905227698,2,5,3.10052838,0,1,1,0,0
4,1.5,3,1,1,1,52.39077035,4.928199804,5,0,2.337462043,1,0,1,0,0
2,1,1,1,1,1,52.34216877,4.895306215,2,2,4.123389519,1,0,1,0,0
2,1,2,2,1,2,52.37446615,4.856524992,1,2,2.957597925,1,0,1,0,0
2,1,1,1,1,1,52.34791143,4.862836622,3,8,4.271665106,1,0,1,0,0
2,1,1,1,1,1,52.36155315,4.853056155,3,12,3.706863865,1,0,1,0,0
4,1,2,1,4,1,52.37116599,4.929817934,2,7,2.246001559,0,1,1,0,0
2,1,1,1,1,1,52.37651949,4.902755452,5,0,0.372639176,1,0,1,0,0
4,2,2,42,2,43,52.37466432,4.873856318,2,20,1.806323722,1,0,1,0,0
2,1,1,1,1,1,52.37113119,4.909833927,3,103,1.140112789,1,0,1,0,0
4,1,2,1,1,1,52.34412741,4.896939815,1,0,3.899889529,1,0,1,0,0
4,1,2,1,2,1,52.36464637,4.874048612,12,1,2.361608119,1,0,1,0,0
2,1,1,1,1,1,52.38224428,4.85388346,2,11,3.108183372,1,0,1,0,0
2,1.5,1,1,1,2,52.35490575,4.856270659,2,10,3.982243315,1,0,0,1,0
2,1,1,1,1,1,52.36067463,4.855692434,2,0,3.611039509,1,0,0,1,0
4,1,1,1,2,1,52.37175341,4.885732183,4,19,1.243540741,1,0,1,0,0
4,1,2,1,4,1,52.36081266,4.941737728,2,36,3.522717829,1,0,1,0,0
2,1,1,2,1,2,52.39834426,4.916268926,1,2,2.415595346,1,0,0,1,0
4,1,2,1,2,1,52.35518388,4.892222881,2,9,2.712037483,1,0,1,0,0
2,1,0,42,1,43,52.37018006,4.8637811,2,37,2.617548705,1,0,1,0,0
4,1,2,1,1,1,52.3942818,4.90956192,2,0,1.812479112,1,0,1,0,0
4,2.5,2,1,1,1,52.37826858,4.88226622,2,2,1.168858878,1,0,1,0,0
2,1,1,4,1,5,52.36414274,4.844274696,5,7,4.098683126,1,0,0,1,0
2,1,1,1,2,1,52.3777911,4.884373663,3,18,1.033166979,1,0,1,0,0
2,1,1,2,1,2,52.36128625,4.870393926,2,3,2.799863085,1,0,0,1,0
2,1,1,1,1,1,52.35332665,4.909925286,2,15,2.960859246,1,0,0,1,0
2,1,0,1,1,1,52.35639262,4.922443274,1,2,2.975804916,1,0,1,0,0
2,1,1,1,1,1,52.38098309,4.882176679,2,1,1.18727203,1,0,1,0,0
2,1.5,1,1,2,1,52.37302121,4.875800018,2,5,1.743478567,1,0,1,0,0
2,1,1,1,1,1,52.37912991,4.874492104,4,0,1.691729528,1,0,0,1,0
4,1.5,2,1,1,1,52.34246642,4.909654103,5,0,4.139353507,1,0,1,0,0
3,1,2,1,1,1,52.35542457,4.868390824,3,6,3.377849098,1,0,1,0,0
3,1.5,1,1,1,1,52.35995686,4.860769649,1,0,3.383546029,1,0,0,0,1
2,1,1,3,1,5,52.36051283,4.895157024,1,60,2.095553112,0,1,0,1,0
4,1,2,1,2,1,52.35903472,4.937441732,3,4,3.415755399,1,0,1,0,0
4,1,2,1,1,1,52.37659541,4.875253009,2,34,1.665278679,1,0,1,0,0
3,1,2,1,2,1,52.35387179,4.832312136,3,0,5.353177495,0,1,1,0,0
2,1,1,1,1,1,52.36339848,4.873439949,2,1,2.487698568,1,0,1,0,0
2,1,1,1,2,1,52.37159446,4.869692353,1,215,2.186882881,1,0,0,1,0
2,1,1,1,1,1,52.3604454,4.864324649,2,2,3.164170086,1,0,0,1,0
4,2,3,1,4,1,52.35696887,4.884708902,5,1,2.663616925,1,0,1,0,0
2,1,1,1,2,1,52.3841729,4.870813786,2,14,2.018586803,1,0,1,0,0
2,0.5,0,2,1,2,52.38253517,4.887736586,2,32,0.876081862,1,0,0,1,0
2,1,1,7,1,9,52.36112922,4.867283184,2,18,2.963975229,1,0,1,0,0
2,1,1,1,1,1,52.3609059,4.875489442,2,22,2.601253931,1,0,1,0,0
2,1,1,42,1,43,52.36628372,4.879060302,2,63,1.99165037,1,0,1,0,0
2,1,1,3,1,3,52.36721569,4.873635297,2,2,2.198427267,1,0,0,1,0
4,1.5,2,1,2,1,52.35022704,4.797778636,3,50,7.611675678,1,0,1,0,0
2,4,1,8,2,8,52.39416879,4.877724157,3,6,2.222257962,1,0,0,1,0
4,1,1,6,1,6,52.37170064,4.896675284,2,9,0.852886282,1,0,0,1,0
5,1,3,1,4,1,52.39552536,4.915718113,5,1,2.125040226,1,0,1,0,0
4,1,2,1,2,1,52.38353198,4.855511391,2,98,3.017953259,1,0,1,0,0
2,1,1,1,1,6,52.37714118,4.886736581,1,17,0.890699154,1,0,1,0,0
2,1,1,1,1,1,52.37499938,4.889377949,2,5,0.825740756,0,1,1,0,0
2,1.5,1,1,2,1,52.37284737,4.890745681,2,0,0.918578444,1,0,1,0,0
2,1,0,1,1,1,52.35650927,4.899713596,3,7,2.520359988,1,0,1,0,0
2,1,1,1,1,2,52.3602064,4.892463098,2,11,2.161772702,1,0,1,0,0
1,1,1,1,1,1,52.34628918,4.906801677,1,2,3.690050993,1,0,0,1,0
4,1,1,25,1,25,52.35127379,4.893747999,3,2,3.12595783,1,0,1,0,0
2,1,2,1,1,1,52.35997504,4.923359718,1,1,2.682307524,1,0,1,0,0
2,1,1,2,1,2,52.34539126,4.908070482,1,44,3.801261365,1,0,0,1,0
2,1,2,1,1,1,52.34837068,4.849971161,2,1,4.795092669,1,0,1,0,0
2,1,0,1,1,1,52.3503529,4.913153461,2,15,3.336964378,1,0,1,0,0
4,2,2,1,2,1,52.35496734,4.834440376,3,10,5.166364524,1,0,1,0,0
4,1,1,1,2,1,52.37238556,4.865380328,3,3,2.430559528,1,0,1,0,0
4,1,2,1,1,1,52.38712764,4.889011772,2,6,1.130352247,1,0,1,0,0
3,1,2,1,2,1,52.38462258,4.890384434,5,0,0.860886794,1,0,1,0,0
4,1,2,1,1,1,52.37688444,4.860880486,1,1,2.627629687,1,0,1,0,0
2,1.5,1,1,1,1,52.3524303,4.916895922,1,4,3.201014998,1,0,1,0,0
4,1.5,0,1,2,1,52.37240769,4.903865855,2,141,0.811412126,0,1,0,1,0
2,1,0,1,1,1,52.36403735,4.93759069,4,1,3.088330413,1,0,1,0,0
2,1,0,1,2,1,52.38006965,4.88591426,1,16,0.922098966,1,0,1,0,0
2,1,1,1,1,1,52.37170257,4.849554414,2,36,3.484408565,1,0,1,0,0
4,1,3,1,2,1,52.33403317,4.875143969,2,13,5.281742635,1,0,1,0,0
4,1.5,1,2,1,2,52.40675794,4.929601186,3,17,3.683954067,1,0,0,1,0
2,1,1,1,1,1,52.38471113,4.852731318,1,2,3.226539391,1,0,1,0,0
2,1,1,1,1,1,52.29844053,4.978490077,1,13,10.4561736,1,0,0,1,0
4,2,3,1,1,2,52.36202466,4.866384819,3,10,2.94366501,1,0,1,0,0
2,1,1,1,2,1,52.36959707,4.896933801,5,9,1.079284202,1,0,1,0,0
2,1,1,1,1,1,52.37298712,4.896338744,3,55,0.720403459,1,0,1,0,0
4,1,1,1,2,1,52.3706039,4.852354483,2,4,3.333165786,1,0,1,0,0
2,1,1,2,2,2,52.34920069,4.787637826,3,66,8.285688605,1,0,0,1,0
4,1,1,38,1,43,52.35112569,4.89107368,2,36,3.169681088,1,0,1,0,0
4,1,3,1,1,1,52.35187367,4.925506293,1,1,3.513455066,0,1,1,0,0
5,1,3,1,4,1,52.38510088,4.886649567,2,14,1.087758687,1,0,1,0,0
2,1,0,1,1,1,52.37453207,4.846639488,2,18,3.618467636,1,0,1,0,0
2,1,1,1,1,1,52.37441569,4.848839406,1,0,3.472785554,1,0,1,0,0
4,1.5,2,1,2,1,52.35785438,4.918374155,2,2,2.696807292,1,0,1,0,0
4,1.5,2,1,3,1,52.35757897,4.904186084,2,4,2.422994039,1,0,1,0,0
7,1.5,3,4,6,5,52.36322891,4.985531933,1,12,6.104961841,1,0,1,0,0
2,1.5,1,1,1,1,52.35337191,4.876812672,1,80,3.253644039,0,1,0,1,0
2,1,1,1,1,1,52.35214328,4.885143217,3,3,3.157960583,1,0,1,0,0
4,1,2,1,1,1,52.39199771,4.908256269,1,44,1.544107484,1,0,1,0,0
2,1,1,3,1,3,52.36085665,4.853399767,1,8,3.728832105,1,0,0,1,0
2,1,1,1,1,1,52.36894291,4.862574145,2,4,2.74748473,1,0,1,0,0
4,1,2,2,1,2,52.37025773,4.869731177,3,1,2.246052466,1,0,1,0,0
4,1,1,2,1,2,52.38946322,4.880192532,1,3,1.733851542,1,0,0,1,0
4,1,2,1,2,1,52.36371133,4.935481032,3,4,2.990065896,1,0,1,0,0
4,1.5,2,1,1,1,52.35859842,4.86089419,3,6,3.4745304,1,0,1,0,0
4,1,2,1,1,1,52.36435572,4.870804524,2,27,2.547380072,1,0,1,0,0
6,1,2,2,4,2,52.35297845,5.001119954,3,7,7.48961475,1,0,1,0,0
2,1.5,1,1,1,1,52.35995032,4.914995479,2,4,2.384498912,1,0,1,0,0
4,2,2,1,2,1,52.35712106,4.907509548,3,4,2.512816207,1,0,1,0,0
2,1,1,1,2,1,52.35738545,4.888042466,3,7,2.543158339,1,0,1,0,0
3,1,0,1,1,1,52.35718094,4.851366076,2,2,4.076404203,0,1,1,0,0
2,1,1,2,2,2,52.38494765,4.910752832,3,55,0.999636678,1,0,0,1,0
2,1,1,1,1,1,52.36809696,4.881319445,3,17,1.740436563,1,0,1,0,0
2,1,2,1,1,1,52.37941352,4.854161435,2,11,3.070928415,1,0,1,0,0
4,2,2,1,2,1,52.3596867,4.928813789,3,5,2.944689622,1,0,1,0,0
2,1.5,1,1,1,1,52.38007422,4.854242172,2,0,3.066905395,1,0,1,0,0
4,1,0,1,2,1,52.37365574,4.905196316,3,88,0.728732267,1,0,1,0,0
4,1,2,1,1,1,52.36370128,4.927657648,2,1,2.574802315,0,1,1,0,0
2,1,1,1,1,2,52.35840378,4.928767778,2,5,3.049119482,1,0,1,0,0
4,1,1,1,2,1,52.35760586,4.849281324,1,4,4.163035574,0,1,0,1,0
4,1,2,1,2,1,52.38326234,4.858092938,2,1,2.840314911,1,0,1,0,0
4,2,4,1,1,1,52.38612605,4.954680298,3,4,3.8259752,1,0,1,0,0
2,1.5,1,1,1,1,52.38004064,4.886226007,3,0,0.900730105,1,0,1,0,0
2,1,1,1,1,1,52.36490823,4.864261378,1,1,2.865637151,0,1,0,1,0
2,1.5,1,8,1,10,52.37396991,4.904202315,7,2,0.664180615,1,0,1,0,0
3,1,2,1,1,1,52.36311112,4.875934964,1,0,2.394450449,1,0,1,0,0
2,1,0,1,1,1,52.36311796,4.879208666,2,33,2.252079471,1,0,1,0,0
4,1,1,2,2,2,52.38550273,4.864374409,1,91,2.479222762,0,1,0,1,0
2,1.5,1,1,1,1,52.35610756,4.887277588,6,0,2.694229938,0,1,1,0,0
2,1,2,1,2,1,52.35284652,4.945933556,2,0,4.304160167,1,0,1,0,0
1,1,1,4,1,4,52.35638149,4.998135397,7,33,7.160812886,1,0,0,1,0
2,1,0,1,1,1,52.35443666,4.89243473,3,3,2.791271773,1,0,1,0,0
3,1,1,1,2,1,52.35868743,4.859192828,2,1,3.555865909,0,1,0,1,0
2,1,0,4,1,4,52.38063446,4.886344265,2,78,0.902131856,1,0,0,1,0
3,1,2,1,2,1,52.37864721,4.855779113,2,15,2.961730825,1,0,1,0,0
2,1,2,1,2,1,52.37641297,4.882006646,2,2,1.22160026,1,0,1,0,0
2,1,1,1,2,1,52.36137101,4.873860326,2,16,2.632575997,1,0,1,0,0
3,1,1,1,1,1,52.37758732,4.877136963,2,8,1.522768278,0,1,1,0,0
2,1.5,1,3,1,3,52.36950064,4.89555971,1,399,1.108191627,0,1,0,1,0
4,1,2,1,1,1,52.35569363,4.908114779,1,17,2.676585596,1,0,1,0,0
2,1,1,1,1,1,52.34909922,4.859003847,2,2,4.325060852,1,0,0,1,0
2,1,0,1,1,1,52.32588374,4.873549403,2,19,6.178556254,1,0,1,0,0
3,1,2,1,2,1,52.34266565,4.912934344,2,9,4.160825752,1,0,1,0,0
2,1,0,1,1,1,52.3529282,4.914361566,1,7,3.089089982,1,0,1,0,0
2,1,1,42,1,43,52.35396632,4.847569187,2,16,4.498845064,1,0,1,0,0
6,1,3,1,1,1,52.36522089,4.876389386,3,1,2.202983324,1,0,1,0,0
4,1,2,1,1,1,52.3547306,4.851072221,1,39,4.260766475,1,0,1,0,0
4,1,2,1,1,1,52.35914834,4.854365998,1,2,3.782704652,1,0,1,0,0
4,1,0,1,2,1,52.37794775,4.88064707,3,2,1.281658923,0,1,0,1,0
4,2.5,4,2,1,3,52.36947841,4.857340847,2,1,3.052568393,1,0,1,0,0
4,1.5,2,91,1,103,52.3530664,4.850282294,2,0,4.42138615,0,1,1,0,0
4,1,2,3,1,3,52.36723925,4.886507475,7,18,1.591258984,0,1,1,0,0
2,1,1,1,1,1,52.38340487,4.916759533,2,0,1.2653387,1,0,1,0,0
2,1,1,1,1,1,52.37260446,4.849848691,2,10,3.442304063,0,1,1,0,0
7,1,3,2,2,3,52.35308731,4.910087196,2,0,2.989320621,1,0,1,0,0
4,1,1,1,3,1,52.36376212,4.843972642,3,5,4.134773485,1,0,1,0,0
3,1,2,1,2,1,52.35124379,4.850483313,2,3,4.547001358,1,0,1,0,0
4,1,2,1,1,1,52.36054128,4.889958399,3,5,2.16960952,1,0,1,0,0
2,1,1,2,1,2,52.37665133,4.882456158,2,54,1.18553891,0,1,0,1,0
2,2,1,2,1,2,52.38295827,4.843870936,1,0,3.79192897,1,0,0,1,0
3,1,1,1,1,1,52.38082696,4.851051791,4,22,3.286758806,1,0,1,0,0
2,1,1,1,1,1,52.34643689,4.892210585,1,12,3.672414706,1,0,1,0,0
2,1,1,4,1,4,52.37785495,4.872469237,1,1,1.83496157,1,0,0,1,0
4,1.5,1,2,2,3,52.36307215,4.877339609,1,0,2.335406628,1,0,0,1,0
5,1,1,3,2,3,52.36205692,4.875107583,2,84,2.519506421,1,0,1,0,0
6,0.5,3,1,5,1,52.35146793,4.909990291,2,5,3.162737435,1,0,1,0,0
2,1,1,1,1,1,52.34065005,4.907574533,2,15,4.318156978,1,0,1,0,0
4,1,2,1,1,1,52.37593046,4.878170646,5,85,1.48699988,1,0,0,1,0
2,1,1,2,1,2,52.3533078,4.88997668,2,178,2.946729528,1,0,0,1,0
4,1,1,1,2,1,52.35910056,4.92406343,2,3,2.788648821,1,0,1,0,0
2,1,1,1,2,1,52.37935277,4.856146518,14,0,2.93622888,1,0,1,0,0
2,1,1,1,2,1,52.36838284,4.853684475,3,5,3.327783839,1,0,1,0,0
2,1,1,1,1,1,52.36437071,4.9254612,2,13,2.414635887,1,0,1,0,0
2,1,1,1,1,1,52.35377178,4.9035725,2,10,2.838436127,1,0,1,0,0
2,1,0,2,1,2,52.36234084,4.865006173,2,0,2.993412641,0,1,1,0,0
3,1,1,2,2,2,52.35757468,4.900046317,2,61,2.402256841,1,0,0,1,0
2,1,1,1,1,1,52.39041296,4.877430499,6,6,1.944822206,1,0,1,0,0
2,1,1,1,1,1,52.37042443,4.866969884,2,20,2.407963401,1,0,1,0,0
4,1,2,1,2,1,52.36484485,4.935109917,3,9,2.898340044,1,0,1,0,0
2,1,1,1,1,1,52.35483446,4.887856734,2,6,2.818045962,1,0,1,0,0
2,1,1,1,1,1,52.37577974,4.898182837,2,1,0.388201252,0,1,1,0,0
2,1,1,1,1,1,52.35399281,4.880560828,2,5,3.078808169,1,0,0,1,0
5,1,3,1,1,1,52.3158495,4.960231281,3,4,8.159454107,1,0,1,0,0
4,1,2,1,2,1,52.37438952,4.869690242,1,5,2.086861242,1,0,1,0,0
3,1,2,1,2,3,52.35353579,4.890541111,2,166,2.913837381,1,0,0,1,0
2,1,1,1,2,1,52.35766516,4.888012051,1,253,2.514197954,0,1,0,1,0
2,1,1,1,1,1,52.39461934,4.926868877,3,7,2.530447582,1,0,1,0,0
3,1,1,1,2,1,52.41375732,4.91931574,1,3,4.071172271,1,0,1,0,0
2,1,1,1,1,1,52.37901056,4.877005327,2,14,1.521364933,1,0,1,0,0
4,1.5,2,1,2,1,52.37585479,4.9450954,2,3,3.119814751,1,0,1,0,0
2,1,1,1,1,1,52.36493097,4.880711956,4,41,2.03059236,1,0,1,0,0
4,1.5,3,28,2,36,52.38170315,4.871924126,2,4,1.886660894,1,0,1,0,0
2,1,1,1,2,1,52.3637289,4.908967102,2,25,1.835793302,1,0,1,0,0
2,1,0,1,1,1,52.36882544,4.911364331,20,0,1.407739296,1,0,1,0,0
6,1,3,1,1,1,52.36381112,4.857918228,222,15,3.294362329,0,1,1,0,0
4,1.5,2,2,4,2,52.35894004,4.861770652,4,35,3.404787511,1,0,1,0,0
2,1,1,2,1,3,52.36456757,4.87563954,2,0,2.290299739,1,0,0,1,0
3,1,1,1,2,1,52.3542226,4.921972621,1,41,3.168079277,1,0,0,1,0
2,1,1,1,1,1,52.35739426,4.913747352,2,0,2.609480713,0,1,1,0,0
2,1,1,1,1,2,52.3540055,4.907857312,3,0,2.856329065,1,0,0,1,0
4,1,2,1,2,1,52.34421404,4.8916219,3,13,3.922558513,1,0,1,0,0
4,3,2,1,2,1,52.38468319,4.885631605,3,9,1.117536642,1,0,1,0,0
2,1,2,1,1,1,52.35286483,4.927241127,2,1,3.481118406,1,0,1,0,0
4,1.5,2,1,2,1,52.38125237,4.882544682,4,10,1.168170964,1,0,1,0,0
2,1,1,2,1,2,52.37117851,4.899535226,4,1,0.890194514,1,0,1,0,0
4,1,2,3,4,3,52.37007374,4.901695876,2,40,1.024522033,1,0,1,0,0
4,1,3,29,1,32,52.38162284,4.852210855,3,0,3.214461359,0,1,1,0,0
6,1,3,8,1,8,52.37232115,4.898786136,3,3,0.764442877,1,0,1,0,0
2,1,2,1,1,1,52.35784815,4.906993088,3,3,2.426375771,1,0,1,0,0
2,1,1,1,1,1,52.37457532,4.873418298,2,1,1.837618793,1,0,1,0,0
4,1,1,1,1,1,52.37463684,4.922048834,3,16,1.615584768,0,1,1,0,0
