accommodates,bathrooms,bedrooms,calculated_host_listings_count,guests_included,host_listings_count,latitude,longitude,minimum_nights,number_of_reviews,d_centre,instant_bookable_f,instant_bookable_t,room_type_Home_or_apt,room_type_Privateroom,room_type_Sharedroom
5,1,4,1,1,1,52.40346487,4.907951072,2,3,2.758842702,1,0,1,0,0
5,1,3,1,1,1,52.34472824,4.802240506,6,4,7.626562742,1,0,1,0,0
4,1,1,1,2,1,52.35467062,4.902040174,2,22,2.730353518,1,0,1,0,0
4,1,2,1,2,1,52.37075892,4.878646584,2,3,1.69286022,1,0,1,0,0
2,1,1,1,1,1,52.36526168,4.863998477,2,6,2.859046737,1,0,1,0,0
2,1,1,1,1,1,52.38479493,4.870977263,3,11,2.028067446,1,0,1,0,0
3,1,1,2,2,2,52.36898619,4.869113276,2,4,2.348615986,0,1,1,0,0
2,1.5,1,1,1,1,52.32328627,4.945495967,5,7,6.954715353,1,0,0,1,0
4,1,1,2,2,2,52.37142509,4.907523333,2,0,1.022619785,1,0,1,0,0
4,1,2,1,1,1,52.37075432,4.87709909,2,10,1.781520714,1,0,1,0,0
4,1,3,1,1,1,52.35856403,4.987563975,4,4,6.40402953,1,0,1,0,0
3,1,1,2,1,2,52.38311111,4.915775485,3,5,1.19126336,1,0,1,0,0
2,1,1,1,1,1,52.35068452,4.850741022,3,1,4.577046944,1,0,1,0,0
4,1,2,1,2,0,52.3588164,4.88827042,2,0,2.387194656,1,0,1,0,0
2,1,1,29,1,32,52.37539752,4.871751833,2,0,1.92437093,0,1,1,0,0
4,1,2,1,3,1,52.34764325,4.850151023,2,15,4.84474256,1,0,1,0,0
4,1,1,1,2,1,52.36213499,4.866155133,2,8,2.947652186,1,0,1,0,0
2,1,1,1,1,1,52.38135348,4.868834975,3,14,2.089304274,1,0,1,0,0
6,1,3,4,3,4,52.35826837,4.857306709,2,1,3.684259994,0,1,1,0,0
1,1,1,4,2,3,52.37289235,4.90103938,1,1,0.708171607,0,1,0,1,0
2,1,1,1,1,1,52.37998898,4.875611195,3,0,1.61823179,1,0,1,0,0
4,1,2,8,4,9,52.37618661,4.886181501,3,135,0.958729728,1,0,1,0,0
4,1,3,1,4,1,52.34227788,4.923517983,2,16,4.415464172,1,0,1,0,0
2,1,0,1,1,1,52.36021286,4.895780922,2,0,2.123218749,1,0,1,0,0
2,1,0,1,1,1,52.35369155,4.8798325,2,262,3.129962071,1,0,0,1,0
2,1.5,1,3,1,3,52.36379012,4.890543982,4,41,1.8143213,1,0,0,1,0
4,1,2,1,1,1,52.3702489,4.903875691,3,34,1.038221427,1,0,1,0,0
2,1,1,1,1,1,52.36427595,4.875341487,2,25,2.327560248,1,0,1,0,0
2,1,1,1,1,1,52.39364288,4.940375024,1,9,3.208013099,1,0,1,0,0
4,1,1,1,2,1,52.36951806,4.860034215,3,34,2.880719068,1,0,1,0,0
2,1,1,1,1,1,52.36383899,4.864874026,3,7,2.899416576,1,0,1,0,0
2,1,1,3,1,3,52.36703725,4.88203952,2,173,1.793224831,1,0,0,1,0
2,1,1,1,1,1,52.35692172,4.921508084,5,15,2.892545594,1,0,1,0,0
2,1,1,1,2,1,52.39024727,4.877855804,2,8,1.910887675,1,0,1,0,0
2,1,0,1,1,2,52.35566339,4.892025107,1,4,2.662143679,1,0,1,0,0
4,1,5,1,2,1,52.36963567,4.91156991,2,3,1.343584385,1,0,1,0,0
4,1,2,1,1,1,52.32083632,4.976739857,2,6,8.341825779,1,0,1,0,0
4,1,2,31,1,34,52.35469228,4.879109275,3,6,3.051512342,0,1,1,0,0
2,1,1,1,1,1,52.37277154,4.859012079,1,3,2.833213449,1,0,1,0,0
2,1,1,2,2,2,52.37507294,4.837625974,1,141,4.21757951,1,0,0,1,0
2,1,1,1,1,1,52.34433241,4.858819948,2,4,4.753800918,1,0,1,0,0
6,1,2,1,4,1,52.37238189,4.901308572,3,58,0.767090121,1,0,1,0,0
4,1,0,91,2,103,52.37052242,4.919962274,2,24,1.693393573,0,1,1,0,0
2,1,1,1,1,1,52.37042501,4.864767731,5,27,2.545286845,1,0,1,0,0
2,1,1,24,1,36,52.37542749,4.891526092,2,8,0.679914544,1,0,1,0,0
2,1,1,1,2,1,52.37137804,4.858354853,4,0,2.91867826,1,0,1,0,0
2,1,0,1,1,1,52.35982153,4.897069462,2,18,2.158168921,1,0,1,0,0
2,1.5,0,1,2,1,52.36687673,4.864596415,2,0,2.730792782,0,1,0,1,0
6,2,5,1,5,1,52.3250353,4.85840108,3,8,6.631008841,1,0,1,0,0
4,1,1,1,2,1,52.38156112,4.873364173,3,15,1.787721854,1,0,1,0,0
3,1.5,1,1,1,1,52.3593706,4.85443035,1,1,3.764668225,0,1,1,0,0
2,1,1,1,2,1,52.35482555,4.84667753,4,5,4.488062527,1,0,1,0,0
2,1.5,2,1,2,1,52.35905266,4.903242977,3,27,2.25255167,1,0,1,0,0
4,1,4,1,2,1,52.3964488,4.951159685,2,1,3.998359787,0,1,1,0,0
2,1,1,1,2,1,52.37839302,4.841542321,3,26,3.927876638,1,0,1,0,0
4,1,2,1,2,1,52.34598032,4.816973836,2,6,6.702871218,1,0,1,0,0
3,1,1,1,1,1,52.38177842,4.854616658,3,22,3.053454586,1,0,1,0,0
2,1,1,1,1,1,52.38546201,4.87359046,2,7,1.886287045,1,0,1,0,0
4,1,1,1,2,1,52.3557847,4.915780676,2,4,2.827521626,1,0,1,0,0
2,1,1,1,2,2,52.35539673,4.888059268,2,19,2.754210762,1,0,1,0,0
2,1,1,1,1,1,52.37199349,4.850001291,2,29,3.447324101,1,0,1,0,0
2,1.5,1,1,1,1,52.34768728,4.907355503,1,2,3.541694127,1,0,0,1,0
5,2,3,3,4,3,52.38042002,4.894534735,5,86,0.359199401,1,0,1,0,0
4,1,2,1,3,1,52.40854715,4.901864311,1,23,3.266598218,1,0,1,0,0
2,1,1,1,1,1,52.39165097,4.873503158,5,7,2.238366057,1,0,1,0,0
2,1,1,1,2,1,52.37686947,4.892584631,2,130,0.531164963,1,0,0,1,0
4,1,2,1,1,1,52.36338,4.899047868,3,0,1.756969098,1,0,1,0,0
10,1,4,1,4,1,52.35218362,4.878214275,2,18,3.328436677,1,0,1,0,0
2,1,1,1,1,1,52.35708994,4.920223169,1,15,2.832146194,1,0,1,0,0
2,1,1,1,1,1,52.36063006,4.85968327,2,16,3.395031925,1,0,1,0,0
2,1,1,3,1,3,52.36337699,4.889819101,2,10,1.874225006,0,1,0,1,0
4,2,4,1,1,1,52.3787019,4.931591793,3,1,2.182292329,1,0,1,0,0
2,1,2,1,1,1,52.34630401,4.900117814,2,0,3.65464552,1,0,1,0,0
2,1,1,1,2,1,52.38421796,4.853234767,2,72,3.182959619,1,0,0,1,0
2,1,2,1,1,1,52.35425614,4.877251756,6,3,3.153005174,1,0,1,0,0
2,1,1,1,1,1,52.3537587,4.920830194,5,4,3.177156903,1,0,1,0,0
4,2,3,1,1,1,52.36270189,4.870673638,2,57,2.676473812,0,1,1,0,0
4,1,2,7,2,9,52.37453095,4.848612297,2,1,3.486083001,1,0,1,0,0
2,1,1,1,1,1,52.36793778,4.876497045,2,36,1.996017931,1,0,1,0,0
4,1,2,91,1,103,52.36991699,4.890924074,4,1,1.180973381,0,1,1,0,0
4,1,0,1,2,1,52.35469228,4.929458341,2,17,3.400233433,1,0,1,0,0
2,1,1,1,2,1,52.38584282,4.908754124,2,90,0.972947866,1,0,0,1,0
2,1,1,1,1,1,52.37574521,4.892947931,2,105,0.582983823,1,0,0,0,1
6,1,2,1,1,1,52.36117305,4.866754582,3,4,2.987199396,1,0,1,0,0
4,1,2,2,1,2,52.39971012,4.912994239,2,7,2.458940187,1,0,1,0,0
4,1,2,1,1,1,52.36213209,4.850445046,2,28,3.826080041,1,0,1,0,0
2,1,1,1,1,1,52.35480069,4.818156904,2,6,6.144663386,1,0,0,1,0
2,1,1,1,1,1,52.36871249,4.858375758,5,0,3.018808494,1,0,1,0,0
2,1,0,1,1,1,52.3726274,4.849852986,3,6,3.441477574,1,0,1,0,0
2,1,1,1,1,1,52.36208644,4.862803361,2,42,3.128528993,1,0,1,0,0
2,1,1,1,2,2,52.3648385,4.908621649,3,7,1.712272663,0,1,1,0,0
4,1,2,1,4,1,52.37205406,4.899105561,1,0,0.793178738,1,0,1,0,0
2,1,1,1,1,1,52.35032917,4.846229579,2,7,4.828846701,1,0,1,0,0
2,1,1,2,1,2,52.37764619,4.875401329,4,1,1.639058565,1,0,1,0,0
4,1.5,2,1,1,1,52.36352502,4.979669676,2,0,5.715422381,1,0,1,0,0
1,1,1,2,1,2,52.38745354,4.883079493,1,63,1.439978611,0,1,0,1,0
2,1,1,1,1,1,52.35954596,4.898351457,1,1,2.184063475,1,0,1,0,0
2,1,1,1,1,1,52.36739725,4.872290632,3,18,2.259959462,1,0,1,0,0
5,1,3,1,2,1,52.38403797,4.87873087,1,24,1.50394825,1,0,1,0,0
2,1,1,1,1,1,52.35616759,4.892432333,2,3,2.601957174,1,0,1,0,0
4,1,0,1,2,1,52.34401143,4.789128902,2,17,8.444539045,1,0,1,0,0
2,1,1,1,1,2,52.37284358,4.93742437,4,8,2.672158615,1,0,1,0,0
4,1.5,2,91,1,103,52.34225212,4.916634308,2,1,4.267415632,0,1,1,0,0
2,1,2,1,1,1,52.36199704,4.863176222,2,13,3.114558114,1,0,1,0,0
4,2,2,91,1,103,52.36463441,4.897287212,2,2,1.623906583,0,1,1,0,0
2,1,1,1,1,1,52.37162412,4.865820143,3,5,2.4301969,1,0,1,0,0
4,1,2,1,1,1,52.32672128,4.882142444,1,1,5.947394816,1,0,1,0,0
4,1,2,1,2,1,52.34620097,4.805313106,3,4,7.364068638,1,0,1,0,0
6,2,4,1,6,1,52.38909527,4.94012917,6,6,2.971834037,1,0,1,0,0
4,1,1,1,1,1,52.35740226,4.887085303,8,0,2.561872505,0,1,1,0,0
3,1.5,1,1,1,1,52.37296799,4.877643626,2,1,1.631719063,1,0,1,0,0
4,3,4,1,1,1,52.33998292,4.919603176,3,8,4.566795752,1,0,1,0,0
2,1,1,2,2,2,52.38960081,4.879042838,2,6,1.803044833,0,1,0,1,0
2,1,1,2,2,2,52.35740996,4.888608698,2,6,2.529142883,1,0,0,1,0
2,1,1,1,1,1,52.3744554,4.871041963,1,0,1.996402969,1,0,1,0,0
4,2,2,1,1,1,52.35013181,4.846864239,2,17,4.811432724,1,0,1,0,0
2,1,1,1,1,1,52.36705385,4.868029503,2,14,2.521326968,1,0,1,0,0
2,1,1,15,1,16,52.37963069,4.882175627,2,0,1.171531135,0,1,1,0,0
1,1,1,1,1,1,52.32678364,4.874210432,1,2,6.069937658,1,0,0,1,0
2,1,1,1,1,1,52.39235395,4.871738912,2,8,2.380727764,1,0,1,0,0
4,1.5,2,4,2,4,52.35529548,4.936743827,2,13,3.668764772,1,0,1,0,0
2,1,0,2,1,2,52.37980986,4.880649678,3,7,1.275877963,0,1,0,1,0
4,1,2,24,1,36,52.37137247,4.873351358,3,26,1.970976288,1,0,1,0,0
4,1,2,1,2,1,52.34792002,4.855530192,2,6,4.576975208,1,0,1,0,0
2,1,1,1,1,1,52.34881292,4.889134958,2,14,3.44709208,1,0,1,0,0
2,1.5,1,1,1,1,52.36357836,4.87947199,3,13,2.200685367,1,0,1,0,0
2,1,2,1,2,1,52.35758834,4.920700467,2,17,2.800803441,1,0,1,0,0
3,1,1,1,1,1,52.29277879,4.967254949,2,1,10.64959005,1,0,1,0,0
2,1,1,1,2,1,52.36846079,4.849863326,2,5,3.567873681,1,0,1,0,0
2,1,1,1,1,1,52.37408938,4.872802271,5,0,1.893251436,1,0,1,0,0
3,1.5,2,1,2,1,52.36393553,4.829979009,1,4,5.007652108,1,0,1,0,0
2,1,1,2,1,2,52.36571031,4.876167529,2,42,2.175893774,1,0,1,0,0
2,1,1,1,1,2,52.38382201,4.849060834,2,19,3.455224148,1,0,1,0,0
2,1,0,1,1,1,52.35646855,4.895449061,2,13,2.53922793,1,0,1,0,0
4,1,2,1,2,1,52.34662355,4.86552045,2,9,4.288506537,1,0,1,0,0
4,1,1,3,2,3,52.36455829,4.875289366,4,204,2.307831522,1,0,0,1,0
2,1,1,1,1,1,52.37707033,4.86049234,4,1,2.651916656,1,0,1,0,0
8,1,2,8,6,8,52.3655504,4.88030448,2,24,1.995213398,0,1,1,0,0
2,1,0,1,1,1,52.36470789,4.884555189,3,64,1.899519338,1,0,0,1,0
4,1,3,31,1,34,52.34380664,4.902887613,2,0,3.938859664,0,1,1,0,0
2,1,1,1,2,1,52.34952278,4.895871882,3,5,3.305496663,1,0,1,0,0
2,1,1,1,1,1,52.35155177,4.893119689,1,9,3.100906049,1,0,1,0,0
2,1,0,2,2,2,52.36738289,4.890148879,3,26,1.455262319,0,1,0,1,0
4,1,1,1,2,1,52.37394464,4.888298978,3,0,0.953901363,0,1,1,0,0
2,1,1,1,1,1,52.35578899,4.887837378,2,13,2.716714057,1,0,1,0,0
2,1,1,1,1,1,52.34972421,4.871214336,6,23,3.793016268,0,1,1,0,0
2,1,1,1,1,1,52.36085708,4.933201697,1,11,3.065932392,1,0,1,0,0
2,1,1,1,1,1,52.36953676,4.868456933,1,48,2.359258977,1,0,1,0,0
4,1,1,1,1,3,52.3555566,4.909054969,1,6,2.706123859,1,0,1,0,0
4,1,1,1,2,1,52.36994631,4.886291369,2,69,1.359978143,1,0,1,0,0
4,1,2,1,2,1,52.38896546,4.879618426,2,29,1.728049268,1,0,1,0,0
3,1,1,2,2,2,52.34364596,4.950308427,1,48,5.246043132,0,1,0,1,0
4,1,2,2,2,2,52.3509104,4.917477469,2,11,3.37262923,1,0,1,0,0
4,1,2,1,2,1,52.36157576,4.855764501,2,35,3.550831821,1,0,1,0,0
4,1,2,1,1,1,52.34619063,4.898011103,2,4,3.668213493,1,0,1,0,0
2,1,1,1,1,1,52.35353703,4.901705264,2,2,2.854751832,0,1,1,0,0
2,1,1,1,1,1,52.35362033,4.855230654,3,0,4.131361541,0,1,1,0,0
2,1,1,1,2,1,52.35239048,4.895706019,2,69,2.988696001,1,0,1,0,0
2,1,1,1,2,1,52.36154493,4.885908216,2,31,2.164748488,1,0,1,0,0
4,1,2,28,1,28,52.37264161,4.864842394,2,3,2.456685364,0,1,1,0,0
2,1,1,2,1,2,52.36185922,4.909806312,2,1,2.05039999,1,0,0,1,0
4,1,2,2,2,2,52.37387587,4.943870348,5,15,3.071971368,1,0,1,0,0
3,1,1,1,2,3,52.36884714,4.872947735,3,12,2.132800642,1,0,1,0,0
2,1,1,1,1,1,52.37073758,4.871044311,2,27,2.142581373,1,0,1,0,0
2,1,1,1,1,1,52.3574196,4.925211721,3,0,2.985306287,1,0,1,0,0
2,1,1,2,1,5,52.37057619,4.882122987,7,0,1.514849912,1,0,1,0,0
2,1,1,1,1,1,52.37376686,4.943467923,4,1,3.04756041,1,0,0,1,0
1,1,1,1,1,1,52.35351311,4.846195378,3,27,4.603190472,1,0,0,1,0
2,1,1,1,1,1,52.38206386,4.871803441,3,1,1.901073603,1,0,1,0,0
4,1,2,1,1,1,52.35081048,4.887646166,2,0,3.253376395,0,1,1,0,0
3,1,1,1,2,1,52.37769373,4.85761655,2,19,2.841369849,1,0,1,0,0
3,1,2,25,1,25,52.34763896,4.849619503,2,3,4.870051227,0,1,1,0,0
4,1,2,1,1,1,52.34852358,4.906482343,2,3,3.441127315,0,1,1,0,0
2,1,1,1,1,1,52.35285745,4.851867658,1,11,4.35638756,1,0,1,0,0
2,1,1,2,2,2,52.35891212,4.863161755,3,4,3.33663,1,0,0,1,0
2,1,1,1,1,1,52.37122618,4.851640836,3,12,3.36069562,1,0,0,1,0
5,1.5,2,1,1,1,52.34546851,4.848825026,1,0,5.082790336,1,0,1,0,0
2,1,1,1,1,1,52.38082365,4.885750121,2,10,0.945628598,1,0,1,0,0
4,1,2,1,1,1,52.3411442,4.896236081,3,0,4.233288466,1,0,1,0,0
2,1,2,2,1,2,52.37529402,4.859379448,1,10,2.751253808,1,0,0,1,0
2,1,1,1,2,1,52.36207898,4.862020342,2,11,3.171389822,1,0,1,0,0
6,1,3,1,1,1,52.36166926,4.867726799,1,5,2.901280122,1,0,1,0,0
2,0,1,1,2,1,52.37198145,4.833541875,2,14,4.541106624,1,0,1,0,0
6,4.5,5,4,2,8,52.37075324,4.913185487,1,7,1.322676404,1,0,1,0,0
2,1,1,1,1,1,52.36492691,4.882321721,2,9,1.964498533,0,1,1,0,0
2,1,1,1,1,1,52.37145622,4.854782361,1,18,3.14851181,1,0,1,0,0
2,1,0,1,1,1,52.37677616,4.846381085,2,0,3.60868349,1,0,1,0,0
3,1,1,1,2,1,52.37283187,4.880599086,1,35,1.459853255,1,0,1,0,0
4,2,2,1,1,1,52.37606728,4.868587249,1,3,2.12090445,1,0,1,0,0
2,1,1,1,1,1,52.38422202,4.879296159,1,36,1.475840346,1,0,0,1,0
4,1,1,1,2,1,52.37490726,4.902051764,2,32,0.50793899,1,0,1,0,0
2,1,1,1,1,1,52.37416386,4.891367767,1,27,0.781688077,1,0,1,0,0
2,1,0,1,1,1,52.37957163,4.880595301,1,2,1.2784106,1,0,1,0,0
2,1,1,1,1,1,52.36331961,4.852565947,1,21,3.635927218,1,0,1,0,0
4,1,1,1,2,1,52.36874179,4.848884572,1,27,3.620381992,1,0,0,1,0
3,1,2,1,1,1,52.36613233,4.863748765,3,23,2.822349334,1,0,1,0,0
4,1.5,2,20,2,24,52.37513741,4.881146604,3,29,1.319554553,1,0,1,0,0
2,1.5,1,1,1,1,52.39992284,4.920000148,2,52,2.693433547,1,0,0,1,0
4,1,2,1,1,1,52.36770408,4.867781393,3,3,2.497872625,1,0,1,0,0
2,1,0,3,2,3,52.36492347,4.940747161,2,46,3.220322163,1,0,1,0,0
2,1,1,1,2,1,52.36191977,4.889004839,3,23,2.045271925,0,1,1,0,0
2,1,1,1,1,1,52.36556224,4.872763439,4,46,2.35933109,1,0,1,0,0
2,1,1,1,1,1,52.38257492,4.916632883,4,5,1.22600003,1,0,1,0,0
4,1,3,1,3,1,52.38219685,4.847303861,2,8,3.551657091,1,0,1,0,0
4,1,3,1,1,1,52.40855663,4.903914043,2,0,3.277609759,0,1,1,0,0
3,1,0,2,1,2,52.34551188,4.876811963,2,0,4.044921049,1,0,1,0,0
2,1,1,1,1,1,52.36807096,4.855722314,5,11,3.212414524,1,0,1,0,0
4,1.5,1,1,3,1,52.3460907,4.923074308,2,7,4.012763606,1,0,1,0,0
2,1,1,1,1,1,52.37161057,4.876168211,2,32,1.788796023,1,0,0,1,0
4,1,1,3,4,3,52.30647719,4.976436904,1,70,9.623907747,1,0,0,1,0
2,1,1,2,1,2,52.38660403,4.921145706,2,25,1.687704797,0,1,0,1,0
2,1,1,1,1,1,52.36486745,4.865294463,2,23,2.810109072,1,0,1,0,0
2,1,1,1,3,2,52.36381152,4.850664985,4,11,3.723822122,1,0,1,0,0
2,1,1,1,1,1,52.38129476,4.914689899,14,2,1.06117575,1,0,1,0,0
3,1,1,1,2,1,52.37276107,4.864058648,3,0,2.503695635,1,0,1,0,0
3,1,1,1,2,1,52.37485497,4.878049622,3,22,1.528334111,1,0,1,0,0
4,1,1,1,1,1,52.37326341,4.861620114,2,9,2.64822382,0,1,1,0,0
2,1,1,3,1,3,52.35015407,4.897411705,1,0,3.229417783,0,1,1,0,0
2,1,1,1,1,1,52.36952469,4.864662426,2,20,2.59174325,1,0,1,0,0
4,1,2,1,2,1,52.35472042,4.901655936,2,10,2.723261109,1,0,1,0,0
3,2,3,1,2,1,52.36013212,4.891433901,2,2,2.186104803,1,0,1,0,0
2,1,1,1,1,1,52.34923946,4.913661043,2,6,3.465395462,1,0,1,0,0
2,1,1,2,1,2,52.36354809,4.912238915,3,12,1.943217843,1,0,0,1,0
8,2,4,1,1,1,52.36919834,4.858761938,2,22,2.97406546,1,0,1,0,0
4,1,3,1,1,1,52.38330521,4.879913347,2,16,1.400699145,1,0,1,0,0
2,1,0,2,1,2,52.37260354,4.90835533,2,0,0.949779681,0,1,1,0,0
4,1.5,3,1,1,1,52.35744322,4.992528836,3,5,6.763235163,1,0,1,0,0
3,1.5,2,1,1,1,52.3786124,4.927158808,4,0,1.882003242,1,0,1,0,0
3,1,1,1,2,1,52.36013935,4.894202385,3,14,2.146414166,1,0,1,0,0
4,1,1,2,2,2,52.37198675,4.901997893,2,9,0.819076515,1,0,0,1,0
4,1,2,1,1,1,52.36532159,4.867495218,3,11,2.658808065,1,0,1,0,0
2,1,1,1,1,1,52.34421584,4.925034185,1,1,4.25709494,0,1,1,0,0
4,2,4,25,8,27,52.36446341,4.884396011,2,7,1.928281797,0,1,1,0,0
4,1,2,1,2,1,52.38885443,4.8843136,2,2,1.484927653,1,0,1,0,0
6,1,2,1,1,1,52.36259199,4.84452375,3,2,4.156859044,1,0,1,0,0
2,1,1,2,1,2,52.3644918,4.926853856,2,3,2.475677964,1,0,1,0,0
2,1,1,1,1,1,52.35184106,4.897467141,2,3,3.041963513,1,0,1,0,0
3,1,1,1,1,1,52.35477229,4.887752548,3,8,2.82665514,1,0,1,0,0
4,1.5,2,1,1,1,52.40201337,4.916676069,3,25,2.793003667,1,0,1,0,0
2,0.5,1,1,1,1,52.36902644,4.866803084,2,1,2.484986845,1,0,0,1,0
2,1,1,1,1,1,52.37098605,4.870866819,2,8,2.141507941,1,0,1,0,0
2,1,1,1,1,1,52.38950512,4.880312782,1,4,1.730801723,0,1,1,0,0
3,1,1,1,1,1,52.36599345,4.883360922,2,3,1.82726201,1,0,1,0,0
2,1,1,1,1,1,52.37647404,4.85205496,2,11,3.2279553,1,0,1,0,0
2,1.5,1,1,2,1,52.34853695,4.862037837,5,3,4.24744681,1,0,1,0,0
2,1,1,1,1,1,52.36583897,4.863295721,3,20,2.865504925,1,0,1,0,0
2,1,1,1,1,1,52.37856596,4.846760086,2,25,3.573597096,1,0,0,1,0
2,1,1,1,1,1,52.36834103,4.866151126,1,11,2.559460884,1,0,0,1,0
2,1,1,2,1,2,52.38545492,4.8712005,1,3,2.037532561,1,0,0,1,0
4,1,2,1,2,1,52.35081017,4.850914562,2,2,4.558880949,0,1,1,0,0
2,1,2,1,1,1,52.36829712,4.853207502,3,2,3.361404302,1,0,1,0,0
4,1,2,42,2,43,52.34771643,4.90176163,2,31,3.50096738,1,0,1,0,0
2,1,1,1,1,1,52.36212275,4.885891409,2,1,2.107260686,0,1,1,0,0
2,1,1,1,1,1,52.3632365,4.901897421,2,1,1.780603777,1,0,1,0,0
4,1,3,1,2,1,52.37364085,4.934498587,2,48,2.457533466,1,0,1,0,0
4,1,2,1,1,1,52.37568832,4.875051722,2,18,1.698956042,1,0,1,0,0
2,1,1,1,1,1,52.39212208,4.924692899,3,19,2.236329908,0,1,0,1,0
2,1,0,1,1,1,52.36279624,4.885850872,1,1,2.041402285,1,0,1,0,0
2,1.5,1,1,1,1,52.35668017,4.922677867,3,1,2.957107354,1,0,1,0,0
4,1,2,3,1,3,52.38305201,4.836337836,2,0,4.301176757,0,1,0,1,0
2,1.5,1,1,1,1,52.36095554,4.862177022,1,2,3.239498069,1,0,1,0,0
1,1,1,1,1,1,52.33216714,4.872735333,2,2,5.530520559,1,0,1,0,0
2,1,1,1,2,1,52.35487878,4.895456672,3,23,2.714902443,1,0,1,0,0
4,1,2,1,2,1,52.36017095,4.892948796,2,18,2.15866166,1,0,1,0,0
2,1,1,1,1,1,52.35751171,4.852431033,2,6,3.996556498,1,0,1,0,0
2,1,1,1,1,1,52.36675575,4.873170353,2,17,2.254581782,1,0,1,0,0
4,1,2,7,1,9,52.37463695,4.895866156,1,3,0.560682048,0,1,1,0,0
2,1,1,1,1,1,52.35646962,4.909437611,1,28,2.614397159,1,0,1,0,0
2,1.5,1,1,1,1,52.35387623,4.907194984,2,7,2.861792246,1,0,1,0,0
2,1,1,28,1,28,52.37899971,4.874035719,2,3,1.722806379,0,1,1,0,0
2,1,1,1,1,1,52.36549466,4.878335041,1,0,2.08909544,1,0,0,1,0
2,1,2,1,1,1,52.34633749,4.862665754,1,2,4.421707135,1,0,1,0,0
4,1,2,1,1,1,52.36913283,4.916945851,21,0,1.631170301,1,0,1,0,0
2,1,1,1,1,1,52.37528345,4.874843732,3,27,1.723477326,1,0,1,0,0
2,1,1,2,1,2,52.37871135,4.886881323,2,2,0.85295789,1,0,0,1,0
4,1.5,1,4,1,4,52.37835085,4.941129931,2,14,2.830182815,1,0,0,0,1
2,2,1,1,1,1,52.35985035,4.877358099,6,2,2.619377394,1,0,1,0,0
4,1,1,1,2,1,52.37075325,4.830146526,2,6,4.792888812,1,0,1,0,0
2,1,1,1,1,1,52.35604818,4.903051415,1,47,2.58323299,1,0,0,1,0
2,1,2,1,2,1,52.36415489,4.92571601,2,6,2.443645227,1,0,1,0,0
2,1,1,1,2,1,52.32277003,4.962173336,1,3,7.579240366,0,1,0,1,0
2,1,1,1,1,1,52.38927905,4.886817007,20,0,1.410394092,1,0,1,0,0
2,1,1,1,1,1,52.35482181,4.888886428,1,4,2.800737596,1,0,1,0,0
2,1,0,1,1,1,52.3500615,4.889213349,3,64,3.310221752,1,0,1,0,0
2,1,1,1,1,1,52.37255406,4.862803314,2,0,2.591886842,1,0,1,0,0
2,1,2,1,1,1,52.36342359,4.879432249,2,3,2.215919822,0,1,1,0,0
2,1,1,1,1,1,52.36274453,4.924379988,3,58,2.490914132,1,0,1,0,0
2,1,1,1,1,1,52.37097742,4.863317447,1,0,2.614389315,1,0,0,1,0
2,1,1,1,1,1,52.36158186,4.866831704,2,3,2.953016378,1,0,1,0,0
2,1,1,1,1,1,52.36538592,4.939245237,3,13,3.106319974,1,0,1,0,0
4,1,1,2,3,2,52.35085358,4.887024782,1,1,3.25936875,1,0,1,0,0
2,1,1,1,2,1,52.35207804,4.887841592,2,8,3.113653456,1,0,1,0,0
2,1,1,38,1,43,52.36705142,4.855030209,2,0,3.300497286,0,1,1,0,0
4,1,1,1,2,1,52.36345109,4.930319938,3,3,2.729571213,1,0,1,0,0
3,1,1,2,1,2,52.35848181,4.858796615,2,10,3.591151189,1,0,0,1,0
2,1,1,1,1,1,52.35537856,4.900855254,4,38,2.647701699,1,0,1,0,0
2,1,1,1,1,1,52.35379848,4.892814049,3,28,2.85702489,1,0,1,0,0
2,0.5,1,1,1,1,52.36382401,4.839900484,3,8,4.384999123,1,0,0,1,0
2,1,0,1,1,1,52.38497217,4.878792761,3,6,1.540357724,1,0,0,1,0
2,1,1,1,1,1,52.37340476,4.860506354,2,18,2.717710012,1,0,1,0,0
2,1.5,1,1,1,1,52.35952916,4.937387324,2,2,3.37715683,1,0,1,0,0
2,1,1,2,1,2,52.36354914,4.937842838,1,5,3.13247,1,0,0,1,0
2,1,1,2,1,2,52.36564639,4.877405388,2,48,2.120801715,1,0,0,1,0
4,1,2,1,3,1,52.34990406,4.942383563,4,2,4.368692802,1,0,1,0,0
2,1,0,1,1,1,52.36098561,4.868512733,1,4,2.914191871,1,0,1,0,0
2,1,1,2,1,2,52.35774892,4.899960173,2,62,2.382802007,1,0,0,1,0
4,1,2,1,2,1,52.35923954,4.922491192,1,0,2.713419603,1,0,1,0,0
2,1,1,1,1,1,52.36317571,4.939141356,3,21,3.228831443,1,0,1,0,0
2,2,1,1,1,1,52.37480377,4.819807582,2,14,5.423414098,0,1,0,1,0
2,1,1,1,1,1,52.36502936,4.936377738,2,0,2.959600202,0,1,1,0,0
2,1,1,1,1,1,52.38988786,4.876566415,3,3,1.954110403,1,0,1,0,0
2,1,2,1,1,1,52.38253877,4.850963521,2,1,3.308645398,1,0,1,0,0
2,1,1,1,1,1,52.3762123,4.86022703,2,15,2.679961095,1,0,1,0,0
2,1.5,1,2,1,2,52.36526941,4.865564919,1,1,2.769806563,1,0,0,1,0
